BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8612404,GlobalRMB,Senior Reporter,Hong Kong,Cash Management,Marketing,Analyst/Consultant,Corporate,31 to 40,Press Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:36:12,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8658550,The Asian Banker,President & Founder,Singapore,Payments,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Speaker Pass with lunch,NORMAL,ASEAN banking conversation,10/15/15,10:00,9:49:43,15-Oct-15,Conference room 2,CR2,ASEAN
8658550,The Asian Banker,President & Founder,Singapore,Payments,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Speaker Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:10:12,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8658550,The Asian Banker,President & Founder,Singapore,Payments,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Speaker Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:39:56,15-Oct-15,Innotribe,INN,Innotribe
8707619,Trade and Forfaiting Review,Editor,United Kingdom,Trade Services,Business Development/Strategy,Analyst/Consultant,Software Vendor / Consultancy,51 to 60,Speaker Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:30:21,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8765236,George P Johnson,,United Kingdom,Not selected,Not selected,Not selected,Not selected,Not selected,Contractor Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:32:38,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8765236,George P Johnson,,United Kingdom,Not selected,Not selected,Not selected,Not selected,Not selected,Contractor Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:00:19,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8731036,Indian Banks' Association,Vice-President,India,Payments,Technology Operations,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:19:10,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8731036,Indian Banks' Association,Vice-President,India,Payments,Technology Operations,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:05:32,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8731036,Indian Banks' Association,Vice-President,India,Payments,Technology Operations,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:18:29,15-Oct-15,Conference room 3,CR3,Payments
8541712,Consorzio CBI,Head Business and Operations,Italy,Payments,Business Development/Strategy,Section Head/Supervisor,Corporate,31 to 40,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:46:28,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8541712,Consorzio CBI,Head Business and Operations,Italy,Payments,Business Development/Strategy,Section Head/Supervisor,Corporate,31 to 40,Week-long Participant Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:12:20,15-Oct-15,Conference room 4,CR4,Community
8541712,Consorzio CBI,Head Business and Operations,Italy,Payments,Business Development/Strategy,Section Head/Supervisor,Corporate,31 to 40,Week-long Participant Pass with lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,14:12:26,15-Oct-15,Conference room 5,CR5,Corporate Forum
8832561,IBM,Global Alliances Leader,United States,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass without lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,8:53:02,15-Oct-15,Conference room 4,CR4,Community
8847894,AxiomSL,Policy Research Consultant,Singapore,Securities,Standards,Analyst/Consultant,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass without lunch,COMMUNITY,"Data governance insights: Challenges, impacts and opportunities ",10/15/15,10:15,10:03:53,15-Oct-15,Conference room 5,CR5,Community
8606605,CREDIT MUTUEL - CIC BANQUES,SVP- Head of Int'l network management,France,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:13:38,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606605,CREDIT MUTUEL - CIC BANQUES,SVP- Head of Int'l network management,France,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:41:24,15-Oct-15,Conference room 3,CR3,Payments
8701723,Societe Generale,Head of Strategy for Market Infrastructures,France,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:05:44,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8701723,Societe Generale,Head of Strategy for Market Infrastructures,France,Securities,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:34:46,15-Oct-15,SWIFT Auditorium,SA,Securities
8606617,SWIFT,"Head of Russia, CIS & Mongolia",Russia,Payments,Sales,Departmental Manager,Software Vendor / Consultancy,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:02:06,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8799592,essdocs,Managing Director,Netherlands,Trade Services,Business Development/Strategy,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Complimentary Week-long Participant Pass with lunch,NORMAL,Bank readiness in trade finance: The voice of the corporate and banking community,10/15/15,14:00,13:43:55,15-Oct-15,Conference room 5,CR5,Corporate Forum
8577554,RABOBANK NEDERLAND,Manager Interbanking Networks,Netherlands,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,31 to 40,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:13:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8713892,ROBECO INSTITUTIONAL ASSET MANAGEMENT B.V.,Head of Accounting & Operations,Netherlands,Trade Services,Financial Operations,Vice President/ Functional Head,Investment Manager,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:49:53,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8713892,ROBECO INSTITUTIONAL ASSET MANAGEMENT B.V.,Head of Accounting & Operations,Netherlands,Trade Services,Financial Operations,Vice President/ Functional Head,Investment Manager,51 to 60,Week-long Participant Pass with lunch,NORMAL,Thinking machines and jobs: How banks can respond to the opportunity,10/15/15,12:45,12:45:06,15-Oct-15,Innotribe,INN,Innotribe
8703136,BANQUE NATIONALE DE BELGIQUE,IT Portfolio Manager,Belgium,Payments,Information Technology,Section Head/Supervisor,Central Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:06:42,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8703136,BANQUE NATIONALE DE BELGIQUE,IT Portfolio Manager,Belgium,Payments,Information Technology,Section Head/Supervisor,Central Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:29:26,15-Oct-15,Conference room 4,CR4,Community
8703136,BANQUE NATIONALE DE BELGIQUE,IT Portfolio Manager,Belgium,Payments,Information Technology,Section Head/Supervisor,Central Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,The Lifecycle of Payments ,10/15/15,9:00,9:15:02,15-Oct-15,Conference room 4,CR4,Community
8703136,BANQUE NATIONALE DE BELGIQUE,IT Portfolio Manager,Belgium,Payments,Information Technology,Section Head/Supervisor,Central Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Alternative financing models: Opportunities or threats for banks?,10/15/15,10:15,10:21:35,15-Oct-15,Conference room 1,CR1,Corporate Forum
8578451,SIA S.P.A.,Director of Central Payment Institutions Division,Italy,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Payments Market Infrastructure,51 to 60,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:55:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8578451,SIA S.P.A.,Director of Central Payment Institutions Division,Italy,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Payments Market Infrastructure,51 to 60,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:13:55,15-Oct-15,Conference room 4,CR4,Community
8574699,Standard Bank of South Africa,Head: SWIFT/FMM Infrastructure & Management | CIB Operations | Corporate and Investment Banking,South Africa,Payments,Business Development/Strategy,Departmental Manager,Investment Bank,41 to 50,Chairpersons Pass,NORMAL,ASEAN banking conversation,10/15/15,10:00,10:40:07,15-Oct-15,Conference room 2,CR2,ASEAN
8574699,Standard Bank of South Africa,Head: SWIFT/FMM Infrastructure & Management | CIB Operations | Corporate and Investment Banking,South Africa,Payments,Business Development/Strategy,Departmental Manager,Investment Bank,41 to 50,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:59:32,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574699,Standard Bank of South Africa,Head: SWIFT/FMM Infrastructure & Management | CIB Operations | Corporate and Investment Banking,South Africa,Payments,Business Development/Strategy,Departmental Manager,Investment Bank,41 to 50,Chairpersons Pass,NORMAL,Innotribe closing keynote: Machines are not the answer,10/15/15,15:15,15:51:34,15-Oct-15,Innotribe,INN,Innotribe
8574699,Standard Bank of South Africa,Head: SWIFT/FMM Infrastructure & Management | CIB Operations | Corporate and Investment Banking,South Africa,Payments,Business Development/Strategy,Departmental Manager,Investment Bank,41 to 50,Chairpersons Pass,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:41:30,15-Oct-15,Conference room 3,CR3,Payments
8575067,"Banco Internacional de Mocambique, S.A",Senior Executive ManagerInternational Division,Mozambique,Trade Services,Sales,Relationship Manager,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:05:00,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8712363,LANKA ORIX FINANCE PLC,Head of Treasury Operations,Sri Lanka,Cash Management,Financial Operations,Departmental Manager,Commercial Bank,21 to 30,Week-long Participant Pass without lunch,COMMUNITY,"ISO 20022 adoption in ASEAN+3, Europe, and U.S - Opportunities and challenges including possible services such as cross-border CSD-RTGS linkages",10/15/15,9:00,9:05:41,15-Oct-15,Conference room 5,CR5,Community
8712363,LANKA ORIX FINANCE PLC,Head of Treasury Operations,Sri Lanka,Cash Management,Financial Operations,Departmental Manager,Commercial Bank,21 to 30,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Corporates – Defining win-win strategies in multi-banking treasury management
",10/15/15,13:30,13:38:28,15-Oct-15,SWIFT Auditorium,SA,Corporate Forum
8712363,LANKA ORIX FINANCE PLC,Head of Treasury Operations,Sri Lanka,Cash Management,Financial Operations,Departmental Manager,Commercial Bank,21 to 30,Week-long Participant Pass without lunch,NORMAL,Intraday liquidity reporting: How has the industry progressed?,10/15/15,10:15,10:33:36,15-Oct-15,Conference room 3,CR3,Payments
8712363,LANKA ORIX FINANCE PLC,Head of Treasury Operations,Sri Lanka,Cash Management,Financial Operations,Departmental Manager,Commercial Bank,21 to 30,Week-long Participant Pass without lunch,NORMAL,Lifecycle of a corporate on SWIFT,10/15/15,9:30,10:07:04,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8712363,LANKA ORIX FINANCE PLC,Head of Treasury Operations,Sri Lanka,Cash Management,Financial Operations,Departmental Manager,Commercial Bank,21 to 30,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Securities: Insights into compliance and efficiency 
",10/15/15,9:30,9:31:07,15-Oct-15,SWIFT Auditorium,SA,Securities
8606762,SWIFT,Head of Corporate Affairs,Belgium,Payments,Marketing,Managing Director/ Director / EVP,Payments Market Infrastructure,41 to 50,SWIFT Business Team Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:47:48,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8564076,DE NEDERLANDSCHE BANK N.V,senior policy advisor,Netherlands,Securities,Business Development/Strategy,Account Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Renminbi: The real game changer,10/15/15,11:30,11:21:42,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8564076,DE NEDERLANDSCHE BANK N.V,senior policy advisor,Netherlands,Securities,Business Development/Strategy,Account Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:57:54,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8564076,DE NEDERLANDSCHE BANK N.V,senior policy advisor,Netherlands,Securities,Business Development/Strategy,Account Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:50:41,15-Oct-15,Innotribe,INN,Innotribe
8564076,DE NEDERLANDSCHE BANK N.V,senior policy advisor,Netherlands,Securities,Business Development/Strategy,Account Manager,Central Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Capital market harmonisation: How to align market liberalisation and regulatory supervision?,10/15/15,10:15,10:08:46,15-Oct-15,Conference room 4,CR4,Securities
8810027,Eggsplore,CEO,Belgium,Payments,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Complimentary Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,16:01:17,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8810027,Eggsplore,CEO,Belgium,Payments,Business Development/Strategy,Board Member / CEO / CFO,Software Vendor / Consultancy,51 to 60,Complimentary Week-long Participant Pass with lunch,NORMAL,Analytics for a real-time world,10/15/15,14:00,14:43:50,15-Oct-15,Innotribe,INN,Innotribe
8559605,BNP PARIBAS SA (FORMERLY BANQUE,Manager,France,Securities,Technology Operations,Account Manager,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:58:19,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8559605,BNP PARIBAS SA (FORMERLY BANQUE,Manager,France,Securities,Technology Operations,Account Manager,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,"Accelerating and scaling expertise with cognitive computing from IBM Research and Watson
",10/15/15,9:15,9:05:44,15-Oct-15,Innotribe,INN,Innotribe
8716202,J.P.Morgan,"Board Chairman, ASC X9 / Managing Director",United States,Payments,Financial Operations,Managing Director/ Director / EVP,Commercial Bank,61 and over,Week-long Participant Pass without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:56:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8716202,J.P.Morgan,"Board Chairman, ASC X9 / Managing Director",United States,Payments,Financial Operations,Managing Director/ Director / EVP,Commercial Bank,61 and over,Week-long Participant Pass without lunch,COMMUNITY,Making real-time payments a reality: EBA CLEARING’s pan-European approach,10/15/15,14:15,14:31:52,15-Oct-15,Conference room 4,CR4,Community
8598653,SWIFT,Catering,Belgium,Not selected,Not selected,Not selected,Not selected,Not selected,SWIFT Crew Pass with lunch,NORMAL,Lifecycle of a corporate on SWIFT,10/15/15,9:30,9:15:33,15-Oct-15,SWIFTLab,SWLA,SWIFTLab
8806802,Bangkok Bank,Office of The President,Thailand,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,ASEAN Day Opening,10/15/15,9:00,8:56:35,15-Oct-15,Conference room 2,CR2,ASEAN
8806802,Bangkok Bank,Office of The President,Thailand,Cash Management,Business Development/Strategy,Managing Director/ Director / EVP,Commercial Bank,41 to 50,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Sibos: Closing plenary,10/15/15,16:00,15:53:34,15-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
