BADGEID,COMPANY,JOBTITLE,COUNTRY,BUSINESS_FOCUS,RESPONSIBILITY,FUNCTION,INSTITUTION_TYPE,AGE_RANGE,TICKETDETAILS,SESSIONGROUP,SESSIONNAME,SESSIONDATE,SESSIONTIME,ATTEND_TIME,ATTEND_DAY,ROOM,ROOMCODE,STREAM
8785867,BANK OF BOTSWANA,Settlement Manager,Botswana,Payments,Financial Operations,Departmental Manager,Central Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Compliance back to the future ,10/14/15,10:15,11:22:04,14-Oct-15,Conference room 2,CR2,Compliance Forum
8606453,SWIFT,Standards,Belgium,Payments,Standards,Analyst/Consultant,Software Vendor / Consultancy,41 to 50,SWIFT Business Team Pass with lunch,COMMUNITY,Market infrastructure integration - What remains to be done?,10/14/15,9:00,9:00:29,14-Oct-15,Conference room 5,CR5,Community
8762511,Route 66 Ventures,General Partner,United States,Payments,Business Development/Strategy,Managing Director/ Director / EVP,Investment Manager,51 to 60,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,15:10:56,14-Oct-15,Conference room 2,CR2,Innotribe
8842818,Finsider,Editor ,United Kingdom,Payments,Marketing,Managing Director/ Director / EVP,Software Vendor / Consultancy,31 to 40,Press Pass with lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:27:39,14-Oct-15,Conference room 3,CR3,Community
8772707,TURKIYE GARANTI BANKASI A.S.,SVP,Turkey,Trade Services,Financial Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:19:26,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8772707,TURKIYE GARANTI BANKASI A.S.,SVP,Turkey,Trade Services,Financial Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,COMMUNITY,Payments fraud: How to de-risk mission-critical business transactions ,10/14/15,15:30,15:29:09,14-Oct-15,Conference room 5,CR5,Community
8772707,TURKIYE GARANTI BANKASI A.S.,SVP,Turkey,Trade Services,Financial Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:09:03,14-Oct-15,Conference room 4,CR4,Payments
8772707,TURKIYE GARANTI BANKASI A.S.,SVP,Turkey,Trade Services,Financial Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:33:55,14-Oct-15,SWIFT Auditorium,SA,Payments
8772707,TURKIYE GARANTI BANKASI A.S.,SVP,Turkey,Trade Services,Financial Operations,Vice President/ Functional Head,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Messaging for corresponding banking on SWIFT (Lite2 and sanctions screening),10/14/15,14:30,14:24:59,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8854120,Eurex,Eurex Executive Board Member,United Kingdom,Derivatives,Innovation,Board Member / CEO / CFO,Exchange,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:57:16,14-Oct-15,Conference room 2,CR2,Innotribe
8854120,Eurex,Eurex Executive Board Member,United Kingdom,Derivatives,Innovation,Board Member / CEO / CFO,Exchange,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Innotribe day opening,10/14/15,9:15,9:15:34,14-Oct-15,Innotribe,INN,Innotribe
8854120,Eurex,Eurex Executive Board Member,United Kingdom,Derivatives,Innovation,Board Member / CEO / CFO,Exchange,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,Why banks need FinTech hubs,10/14/15,12:45,13:44:01,14-Oct-15,Innotribe,INN,Innotribe
8719872,BNY Mellon,Global Head of Product Management,United States,Payments,Product Management,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,SWIFT Institute meets the Compliance Forum ,10/14/15,8:00,8:35:42,14-Oct-15,Conference room 2,CR2,Compliance Forum
8719872,BNY Mellon,Global Head of Product Management,United States,Payments,Product Management,Managing Director/ Director / EVP,Commercial Bank,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:07:34,14-Oct-15,Conference room 2,CR2,Innotribe
8798315,ECOBANK GHANA LIMITED," Head, Operations & Technology",Ghana,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:04:51,14-Oct-15,Conference room 4,CR4,Payments
8606457,SWIFT,Head of Services,Belgium,Securities,Marketing,Section Head/Supervisor,Payments Market Infrastructure,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:27:57,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8606457,SWIFT,Head of Services,Belgium,Securities,Marketing,Section Head/Supervisor,Payments Market Infrastructure,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:16:17,14-Oct-15,Conference room 3,CR3,Diversity
8606457,SWIFT,Head of Services,Belgium,Securities,Marketing,Section Head/Supervisor,Payments Market Infrastructure,31 to 40,SWIFT Business Team Pass with lunch,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:29:45,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8695565,SWIFT,,United States,Not selected,Marketing,Not selected,Not selected,31 to 40,SWIFT Crew Pass with lunch,NORMAL,"Despite what you heard, colour does matter!",10/14/15,9:30,9:25:26,14-Oct-15,Conference room 3,CR3,Diversity
8695565,SWIFT,,United States,Not selected,Marketing,Not selected,Not selected,31 to 40,SWIFT Crew Pass with lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,11:27:58,14-Oct-15,Conference room 3,CR3,Diversity
8687323,Accuity,"Head of Sales, South East Asia",Singapore,Payments,Sales,Section Head/Supervisor,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:13:16,14-Oct-15,Conference room 4,CR4,Payments
8732734,MISYS,Director,United States,Payments,Product Management,Departmental Manager,Software Vendor / Consultancy,61 and over,Week-long Participant Pass without lunch,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:29:25,14-Oct-15,Conference room 1,CR1,Corporate Forum
8732734,MISYS,Director,United States,Payments,Product Management,Departmental Manager,Software Vendor / Consultancy,61 and over,Week-long Participant Pass without lunch,NORMAL,Treasury management practices in Asia: Which key models prevail in the region?,10/14/15,10:15,10:33:05,14-Oct-15,Conference room 1,CR1,Corporate Forum
8732734,MISYS,Director,United States,Payments,Product Management,Departmental Manager,Software Vendor / Consultancy,61 and over,Week-long Participant Pass without lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,13:59:12,14-Oct-15,Conference room 1,CR1,Corporate Forum
8759287,APCA,General Counsel / Head of Self-Regulation,Australia,Payments,Financial Operations,Vice President/ Functional Head,Corporate,41 to 50,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:24:47,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8745941,Deloitte,"Partner, Deloitte Digital, Fin Tech",United Kingdom,Payments,Innovation,Managing Director/ Director / EVP,Corporate,41 to 50,Week-long Participant Pass without lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,13:51:24,14-Oct-15,Conference room 2,CR2,Innotribe
8745941,Deloitte,"Partner, Deloitte Digital, Fin Tech",United Kingdom,Payments,Innovation,Managing Director/ Director / EVP,Corporate,41 to 50,Week-long Participant Pass without lunch,NORMAL,Why banks need FinTech hubs,10/14/15,12:45,13:36:55,14-Oct-15,Innotribe,INN,Innotribe
8519763,SWIFT,Senior Relationship Manager ,Belgium,Not selected,Not selected,Not selected,Not selected,Not selected,SWIFT Crew Pass with lunch,NORMAL,Innotribe day opening,10/14/15,9:15,9:03:10,14-Oct-15,Innotribe,INN,Innotribe
8519763,SWIFT,Senior Relationship Manager ,Belgium,Not selected,Not selected,Not selected,Not selected,Not selected,SWIFT Crew Pass with lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:18:24,14-Oct-15,SWIFT Auditorium,SA,Payments
8817629,IBM,"Director, IBM Marketing",United States,Payments,Marketing,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,Messaging for corresponding banking on SWIFT (Lite2 and sanctions screening),10/14/15,14:30,14:57:23,14-Oct-15,SWIFTLab,SWLA,SWIFTLab
8745215,Fundtech,Chief Marketing Officer,United States,Payments,Business Development/Strategy,Vice President/ Functional Head,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass - Exhibitor voucher used without lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:30:11,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8607869,SWIFT,Head of Operations,Belgium,Trade Services,Technology Operations,Vice President/ Functional Head,Central Bank,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,How to create and sustain a diverse talent pipeline,10/14/15,10:15,11:12:18,14-Oct-15,Conference room 3,CR3,Diversity
8809897,ENTIQ,Head of Product & Sales,United Kingdom,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:38:21,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8809897,ENTIQ,Head of Product & Sales,United Kingdom,Payments,Business Development/Strategy,Section Head/Supervisor,Software Vendor / Consultancy,31 to 40,Week-long Participant Pass with lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,15:24:35,14-Oct-15,Conference room 2,CR2,Innotribe
8711347,Earthport,Global Head of Compliance & MLRO,United Kingdom,Payments,Compliance officer / Risk Management,Compliance officer / Risk manager,Payments Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,NORMAL,"Empower your compliance teams with insights from SWIFT’s compliance analytics
",10/14/15,15:30,15:31:58,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8574754,Royal Bank of Scotland,VP Senior Consultant,United Kingdom,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:17:12,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8574754,Royal Bank of Scotland,VP Senior Consultant,United Kingdom,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Chairpersons Pass,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:19:20,14-Oct-15,Conference room 3,CR3,Community
8574754,Royal Bank of Scotland,VP Senior Consultant,United Kingdom,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Chairpersons Pass,COMMUNITY,U.S. stakeholder group update on ISO 20022 implementation,10/14/15,14:00,13:52:41,14-Oct-15,Conference room 4,CR4,Community
8574754,Royal Bank of Scotland,VP Senior Consultant,United Kingdom,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,Corporate Forum Opening Address Day 1: Shaping the future of treasury and trade,10/14/15,8:30,8:29:44,14-Oct-15,Conference room 1,CR1,Corporate Forum
8574754,Royal Bank of Scotland,VP Senior Consultant,United Kingdom,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,The future of corporate banking – What do corporate clients expect from banks? ,10/14/15,9:00,9:48:23,14-Oct-15,Conference room 1,CR1,Corporate Forum
8574754,Royal Bank of Scotland,VP Senior Consultant,United Kingdom,Payments,Business Development/Strategy,Vice President/ Functional Head,Commercial Bank,51 to 60,Chairpersons Pass,NORMAL,"Why financial institutions need an ISO 20022 implementation strategy now
",10/14/15,10:30,10:24:44,14-Oct-15,SWIFT Auditorium,SA,SWIFT Auditorium
8656455,BPAY,"GM Product, Scheme and Business Development",Australia,Payments,Business Development/Strategy,Vice President/ Functional Head,Payments Market Infrastructure,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:18:34,14-Oct-15,Conference room 3,CR3,Community
8708864,RBC Royal Bank of Canada,"VP, Business Deposits & Treasury Solutions",Canada,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:29:33,14-Oct-15,Conference room 3,CR3,Community
8708864,RBC Royal Bank of Canada,"VP, Business Deposits & Treasury Solutions",Canada,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,SWIFT Institute meets the Compliance Forum ,10/14/15,8:00,8:02:06,14-Oct-15,Conference room 2,CR2,Compliance Forum
8708864,RBC Royal Bank of Canada,"VP, Business Deposits & Treasury Solutions",Canada,Cash Management,Business Development/Strategy,Vice President/ Functional Head,Retail Bank,41 to 50,Week-long Participant Pass without lunch,NORMAL,ERP vs. TMS vs. Excel - Friends or rivals?,10/14/15,14:00,14:06:52,14-Oct-15,Conference room 1,CR1,Corporate Forum
8606330,SWIFT,Head of Technology Management & Assurance,Belgium,Securities,Information Technology,Managing Director/ Director / EVP,Software Vendor / Consultancy,51 to 60,SWIFT Business Team Pass with lunch,NORMAL,"Disruption geopolitics and finance: Managing the risks",10/14/15,11:30,11:16:51,14-Oct-15,Plenary,PLR,Big Issue Debate/Plenary
8800234,ECOBANK GHANA LIMITED,"Head, Operations",Ghana,Payments,Financial Operations,Departmental Manager,Commercial Bank,41 to 50,Week-long Participant Pass with lunch,NORMAL,Capturing new payments transactions opportunities from developing trade corridors,10/14/15,10:15,10:04:53,14-Oct-15,Conference room 4,CR4,Payments
8571405,Skandinavisk Datacenter A/S,Head of Business Development,Denmark,Payments,Business Development/Strategy,Departmental Manager,Software Vendor / Consultancy,41 to 50,Complimentary Week-long Participant Pass with lunch,COMMUNITY,Who's driving the future of payments anyway?,10/14/15,15:30,15:26:51,14-Oct-15,Conference room 3,CR3,Community
8579682,Palexpo SA,Senior Sales & Key Account Manager,Switzerland,FX/MM,Marketing,Account Manager,Corporate,41 to 50,Complimentary Week-long Participant Pass with lunch,NORMAL,"Empower your compliance teams with insights from SWIFT’s compliance analytics
",10/14/15,15:30,15:20:30,14-Oct-15,SWIFT Auditorium,SA,Compliance Forum
8780773,IBM,World Wide B2BI Payments Technical Sales Leader,United Kingdom,Payments,Sales,Analyst/Consultant,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,COMMUNITY,Real-time payment and digital banking: Nordic session,10/14/15,10:15,10:14:54,14-Oct-15,Conference room 5,CR5,Community
8780773,IBM,World Wide B2BI Payments Technical Sales Leader,United Kingdom,Payments,Sales,Analyst/Consultant,Software Vendor / Consultancy,41 to 50,Week-long Participant Pass without lunch,NORMAL,"SWIFT for Real-Time Payments
",10/14/15,9:30,9:24:52,14-Oct-15,SWIFT Auditorium,SA,Payments
8840431,IBM,Director Global Solution Center,United States,Payments,Innovation,Vice President/ Functional Head,Software Vendor / Consultancy,Prefer not to answer,Week-long Participant Pass without lunch,NORMAL,Innotribe Startup Challenge Finale,10/14/15,14:00,14:51:56,14-Oct-15,Conference room 2,CR2,Innotribe
